order_id,branch,product,category,quantity,unit_price,order_date,customer_email
1183,Berhampur,Keyboard,Accessories,8,833.11,2025-01-19,customer183@example.com
1202,Berhampur,Keyboard,Accessories,5,807.88,2025-04-23,customer202@example.com
1522,Rourkela,,Electronics,5,17797.24,2025-01-08,customer226@example.com
1165,Bhubaneswar,Tablet,Electronics,3,16352.63,2025-02-19,customer165@example.com
1204,Sambalpur,Headphones,Accessories,1,1443.23,2025-05-22,customer204@example.com
1239,Berhampur,Smartwatch,Accessories,1,4828.56,2025-06-05,customer239@example.com
1463,Bhubaneswar,External HDD,Accessories,3,3193.6,2025-05-13,customer463@example.com
1075,Cuttack,Router,Electronics,9,2141.17,2025-05-06,customer75@example.com
1026,Cuttack,Printer,Electronics,8,6346.11,2025-05-16,customer26@example.com
1377,Sambalpur,Printer,Electronics,1,6985.33,2025-06-12,customer377@example.com
1396,Bhubaneswar,Router,Electronics,9,1962.48,2025-06-23,customer396@example.com
1088,Cuttack,Monitor,Electronics,8,9569.86,2025-03-31,customer88@example.com
1339,Cuttack,External HDD,Accessories,10,3746.1,2025-02-08,customer339@example.com
1432,Bhubaneswar,Mouse,Accessories,6,523.42,2025-04-13,customer432@example.com
1413,Cuttack,Headphones,Accessories,2,1533.58,2025-01-17,customer413@example.com
1403,Puri,External HDD,Accessories,9,3280.23,2025-04-10,customer403@example.com
1296,Berhampur,Router,Electronics,10,2022.7,2025-06-18,customer296@example.com
1171,Cuttack,Smartwatch,Accessories,8,4305.91,2025-04-23,customer171@example.com
1159,Rourkela,Router,Electronics,8,2084.74,2025-01-05,customer159@example.com
1132,Rourkela,Printer,Electronics,8,6026.41,2025-02-16,customer132@example.com
1130,Sambalpur,Headphones,Accessories,9,1644.22,2025-01-07,customer130@example.com
1056,Berhampur,Webcam,Accessories,9,2105.51,2025-06-19,customer56@example.com
1066,Rourkela,Router,Electronics,6,1920.0,2025-01-19,customer66@example.com
1025,Rourkela,Headphones,Accessories,7,1587.62,2025-06-02,customer25@example.com
1508,Rourkela,Headphones,Accessories,8,1503.97,2025-05-25,customer508@example.com
1486,Sambalpur,Webcam,Accessories,9,2415.2,2025-05-15,customer486@example.com
1232,Rourkela,Router,Electronics,5,1901.59,2025-06-20,customer232@example.com
1411,Rourkela,Monitor,Electronics,4,9525.72,2025-05-07,customer411@example.com
1333,Puri,Webcam,Accessories,6,2025.54,2025-01-22,customer333@example.com
1326,Puri,Mobile Phone,Electronics,5,17888.12,2025-03-12,customer326@example.com
1011,Bhubaneswar,Monitor,Electronics,1,9368.23,2025-06-19,customer11@example.com
1449,Rourkela,Smartwatch,Accessories,9,4508.21,2025-01-11,customer449@example.com
1090,Berhampur,Keyboard,Accessories,5,858.3,2025-03-31,customer90@example.com
1063,Puri,Mobile Phone,Electronics,10,17709.21,2025-05-25,customer63@example.com
1259,Puri,External HDD,Accessories,9,3637.54,2025-04-18,customer259@example.com
1380,Cuttack,Mouse,Accessories,6,463.34,2025-05-20,customer380@example.com
1517,Rourkela,Headphones,Accessories,4,1568.36,2025-01-01,customer517@example.com
1426,Bhubaneswar,Router,Electronics,5,2108.41,2025-06-16,customer426@example.com
1092,Puri,Mobile Phone,Electronics,5,19357.34,2025-02-15,customer92@example.com
1009,Puri,Mobile Phone,Electronics,7,19703.22,2025-01-21,customer9@example.com
1395,Berhampur,Keyboard,Accessories,1,822.32,2025-01-20,customer395@example.com
1107,Rourkela,Keyboard,Accessories,10,802.47,2025-03-27,customer107@example.com
1502,Puri,Monitor,Electronics,10,9471.35,2025-01-21,customer502@example.com
1419,Cuttack,Laptop,Electronics,9,58645.3,2025-02-09,customer419@example.com
1102,Puri,Router,Electronics,3,2099.25,2025-06-07,customer102@example.com
1280,Puri,Smartwatch,Accessories,6,4543.52,2025-04-08,customer280@example.com
1294,Bhubaneswar,Mouse,Accessories,5,461.49,2025-05-27,customer294@example.com
1260,Rourkela,External HDD,Accessories,7,3658.62,2025-06-17,customer260@example.com
1114,Bhubaneswar,Tablet,Electronics,2,14247.59,2025-04-27,customer114@example.com
1018,Rourkela,Laptop,Electronics,7,58355.5,2025-03-10,customer18@example.com
1206,Puri,Router,Electronics,8,2132.86,2025-03-16,customer206@example.com
1497,Puri,Webcam,Accessories,7,2114.99,2025-06-25,customer497@example.com
1459,Berhampur,Router,Electronics,7,2088.47,2025-02-07,customer459@example.com
1168,Bhubaneswar,Mouse,Accessories,1,467.94,2025-05-17,customer168@example.com
1064,Berhampur,Mouse,Accessories,4,543.47,2025-06-21,customer64@example.com
1061,Rourkela,Smartwatch,Accessories,4,4111.16,2025-04-14,customer61@example.com
1515,Berhampur,Printer,Electronics,9,6338.34,2025-02-04,customer515@example.com
1212,Sambalpur,Webcam,Accessories,8,2360.71,2025-05-18,customer212@example.com
1035,Rourkela,Laptop,Electronics,10,52149.59,2025-01-21,customer35@example.com
1127,Sambalpur,External HDD,Accessories,10,3532.29,2025-02-26,customer127@example.com
1505,Puri,Smartwatch,Accessories,3,4532.99,2025-03-25,customer505@example.com
1104,Berhampur,Monitor,Electronics,10,8873.8,2025-06-05,customer104@example.com
1478,Puri,Webcam,Accessories,3,2024.24,2025-01-02,customer478@example.com
1528,Bhubaneswar,,Electronics,5,2108.41,2025-06-16,customer426@example.com
1240,Puri,Webcam,Accessories,5,2346.45,2025-02-28,customer240@example.com
1234,Berhampur,Webcam,Accessories,10,2395.9,2025-03-18,customer234@example.com
1053,Bhubaneswar,Router,Electronics,1,2199.71,2025-01-24,customer53@example.com
1286,Sambalpur,Keyboard,Accessories,3,779.89,2025-06-25,customer286@example.com
1527,,Mobile Phone,Electronics,2,18817.49,2025-04-21,customer390@example.com
1186,Bhubaneswar,Keyboard,Accessories,2,852.26,2025-01-16,customer186@example.com
1457,Bhubaneswar,Keyboard,Accessories,10,874.73,2025-05-28,customer457@example.com
1439,Bhubaneswar,Mobile Phone,Electronics,9,19602.84,2025-04-28,customer439@example.com
1338,Cuttack,Mobile Phone,Electronics,7,18208.67,2025-03-14,customer338@example.com
1305,Rourkela,Webcam,Accessories,4,2162.24,2025-05-12,customer305@example.com
1385,Bhubaneswar,Tablet,Electronics,1,14920.2,2025-06-15,customer385@example.com
1422,Puri,Tablet,Electronics,5,14323.35,2025-06-07,customer422@example.com
1323,Puri,Router,Electronics,8,1830.14,2025-04-29,customer323@example.com
1144,Berhampur,External HDD,Accessories,4,3731.4,2025-01-27,customer144@example.com
1029,Sambalpur,Mouse,Accessories,7,461.16,2025-02-10,customer29@example.com
1093,Cuttack,Keyboard,Accessories,10,726.12,2025-04-22,customer93@example.com
1103,Cuttack,Keyboard,Accessories,1,784.97,2025-03-19,customer103@example.com
1201,Bhubaneswar,Smartwatch,Accessories,8,4730.8,2025-01-14,customer201@example.com
1441,Puri,Webcam,Accessories,8,2242.91,2025-03-15,customer441@example.com
1096,Puri,Laptop,Electronics,1,57296.64,2025-05-14,customer96@example.com
1408,Puri,Router,Electronics,2,1938.97,2025-05-21,customer408@example.com
1062,Puri,Smartwatch,Accessories,10,4271.59,2025-01-11,customer62@example.com
1515,Berhampur,Printer,Electronics,9,6338.34,2025-02-04,customer515@example.com
1147,Sambalpur,Mobile Phone,Electronics,6,18021.46,2025-01-04,customer147@example.com
1125,Cuttack,Smartwatch,Accessories,1,4392.34,2025-04-01,customer125@example.com
1308,Bhubaneswar,Printer,Electronics,1,7129.78,2025-01-02,customer308@example.com
1263,Berhampur,Mobile Phone,Electronics,6,19731.34,2025-05-20,customer263@example.com
1188,Sambalpur,Mobile Phone,Electronics,5,17887.31,2025-06-29,customer188@example.com
1275,Puri,Monitor,Electronics,1,9801.75,2025-06-18,customer275@example.com
1081,Cuttack,Headphones,Accessories,1,1478.94,2025-03-20,customer81@example.com
1493,Sambalpur,Mouse,Accessories,1,543.58,2025-03-08,customer493@example.com
1287,Sambalpur,Mobile Phone,Electronics,2,16528.41,2025-01-24,customer287@example.com
1080,Puri,Tablet,Electronics,6,13608.08,2025-05-30,customer80@example.com
1122,Sambalpur,Headphones,Accessories,2,1561.93,2025-04-17,customer122@example.com
1051,Rourkela,Printer,Electronics,8,6088.53,2025-03-05,customer51@example.com
1344,Berhampur,External HDD,Accessories,9,3848.01,2025-01-24,customer344@example.com
1421,Berhampur,Keyboard,Accessories,5,855.35,2025-02-20,customer421@example.com
1082,Bhubaneswar,Laptop,Electronics,4,59388.17,2025-06-24,customer82@example.com
1425,Rourkela,Smartwatch,Accessories,1,4087.07,2025-01-21,customer425@example.com
1246,Puri,Tablet,Electronics,6,16129.38,2025-05-16,customer246@example.com
1481,Puri,Router,Electronics,2,1823.67,2025-06-16,customer481@example.com
1293,Puri,Router,Electronics,2,1992.88,2025-03-31,customer293@example.com
1236,Sambalpur,Printer,Electronics,2,6959.34,2025-03-02,customer236@example.com
1444,Cuttack,Printer,Electronics,9,5916.5,2025-02-19,customer444@example.com
1353,Berhampur,Monitor,Electronics,10,9845.26,2025-03-14,customer353@example.com
1110,Berhampur,Webcam,Accessories,10,2162.35,2025-02-19,customer110@example.com
1241,Cuttack,Mouse,Accessories,4,471.9,2025-06-08,customer241@example.com
1112,Bhubaneswar,Router,Electronics,2,2075.05,2025-04-19,customer112@example.com
1084,Bhubaneswar,External HDD,Accessories,4,3258.19,2025-02-11,customer84@example.com
1295,Berhampur,Printer,Electronics,10,6948.7,2025-06-07,customer295@example.com
1205,Rourkela,Mobile Phone,Electronics,2,17008.92,2025-04-29,customer205@example.com
1097,Sambalpur,Router,Electronics,4,2087.77,2025-04-04,customer97@example.com
1158,Sambalpur,Printer,Electronics,4,6485.15,2025-06-26,customer158@example.com
1261,Berhampur,Webcam,Accessories,5,2250.89,2025-01-09,customer261@example.com
1264,Rourkela,Mouse,Accessories,5,456.06,2025-02-18,customer264@example.com
1101,Sambalpur,Tablet,Electronics,7,13881.86,2025-06-20,customer101@example.com
1242,Rourkela,Router,Electronics,3,2102.23,2025-06-10,customer242@example.com
1001,Puri,Headphones,Accessories,9,1570.94,2025-01-23,customer1@example.com
1462,Berhampur,Monitor,Electronics,10,8838.68,2025-05-01,customer462@example.com
1464,Sambalpur,Tablet,Electronics,8,14475.15,2025-05-15,customer464@example.com
1343,Berhampur,Router,Electronics,3,2116.66,2025-06-21,customer343@example.com
1016,Berhampur,Monitor,Electronics,7,8394.12,2025-03-11,customer16@example.com
1473,Bhubaneswar,Webcam,Accessories,8,2268.63,2025-02-24,customer473@example.com
1303,Berhampur,Laptop,Electronics,10,51211.38,2025-01-13,customer303@example.com
1152,Sambalpur,Monitor,Electronics,2,9595.32,2025-03-13,customer152@example.com
1387,Sambalpur,Keyboard,Accessories,6,739.92,2025-04-22,customer387@example.com
1160,Berhampur,Keyboard,Accessories,4,755.46,2025-03-20,customer160@example.com
1435,Sambalpur,Mobile Phone,Electronics,7,16382.18,2025-06-07,customer435@example.com
1318,Bhubaneswar,Mobile Phone,Electronics,5,17624.76,2025-03-28,customer318@example.com
1128,Sambalpur,Monitor,Electronics,8,8591.28,2025-01-08,customer128@example.com
1301,Berhampur,Webcam,Accessories,6,2129.99,2025-03-21,customer301@example.com
1358,Rourkela,Laptop,Electronics,6,56552.97,2025-05-22,customer358@example.com
1451,Cuttack,Webcam,Accessories,9,2045.53,2025-02-05,customer451@example.com
1476,Berhampur,Laptop,Electronics,9,56868.17,2025-02-27,customer476@example.com
1215,Cuttack,Monitor,Electronics,7,9640.82,2025-01-12,customer215@example.com
1141,Cuttack,Smartwatch,Accessories,2,4917.36,2025-02-11,customer141@example.com
1534,Bhubaneswar,,Electronics,9,55925.95,2025-05-16,customer59@example.com
1085,Berhampur,Printer,Electronics,6,5882.22,2025-04-16,customer85@example.com
1032,Puri,Smartwatch,Accessories,6,4229.02,2025-02-11,customer32@example.com
1532,,Smartwatch,Accessories,10,4833.76,2025-06-24,customer230@example.com
1252,Sambalpur,Mouse,Accessories,5,517.28,2025-05-30,customer252@example.com
1381,Sambalpur,Router,Electronics,8,1870.04,2025-06-28,customer381@example.com
1154,Bhubaneswar,Printer,Electronics,8,6287.32,2025-03-25,customer154@example.com
1313,Cuttack,Laptop,Electronics,8,54298.42,2025-01-20,customer313@example.com
1347,Rourkela,Monitor,Electronics,3,8507.78,2025-02-09,customer347@example.com
1438,Rourkela,Webcam,Accessories,5,2199.45,2025-05-08,customer438@example.com
1311,Puri,Headphones,Accessories,4,1464.06,2025-05-09,customer311@example.com
1521,Cuttack,Keyboard,Accessories,3,,2025-03-07,customer309@example.com
1266,Bhubaneswar,Smartwatch,Accessories,1,4923.98,2025-03-27,customer266@example.com
1409,Berhampur,Keyboard,Accessories,3,862.61,2025-06-29,customer409@example.com
1319,Berhampur,Mouse,Accessories,2,527.91,2025-05-11,customer319@example.com
1198,Sambalpur,Mobile Phone,Electronics,6,17332.26,2025-01-30,customer198@example.com
1484,Rourkela,Headphones,Accessories,5,1630.98,2025-01-10,customer484@example.com
1282,Berhampur,Mobile Phone,Electronics,2,19055.15,2025-06-17,customer282@example.com
1443,Rourkela,External HDD,Accessories,7,3406.04,2025-04-04,customer443@example.com
1197,Sambalpur,Printer,Electronics,9,6907.64,2025-01-10,customer197@example.com
1166,Puri,External HDD,Accessories,10,3488.94,2025-05-15,customer166@example.com
1399,Puri,Mouse,Accessories,10,488.29,2025-01-09,customer399@example.com
1325,Sambalpur,Smartwatch,Accessories,6,4340.89,2025-02-08,customer325@example.com
1474,Cuttack,Tablet,Electronics,9,14313.4,2025-06-28,customer474@example.com
1045,Puri,Webcam,Accessories,3,2074.26,2025-05-27,customer45@example.com
1013,Cuttack,Keyboard,Accessories,6,792.55,2025-02-11,customer13@example.com
1321,Rourkela,External HDD,Accessories,3,3820.76,2025-03-02,customer321@example.com
1246,Puri,Tablet,Electronics,6,16129.38,2025-05-16,customer246@example.com
1262,Cuttack,Mouse,Accessories,8,471.73,2025-03-02,customer262@example.com
1284,Sambalpur,Monitor,Electronics,8,8844.86,2025-04-13,customer284@example.com
1285,Berhampur,External HDD,Accessories,7,3216.56,2025-03-22,customer285@example.com
1229,Rourkela,Router,Electronics,3,2117.01,2025-02-14,customer229@example.com
1467,Cuttack,Monitor,Electronics,5,9823.21,2025-05-23,customer467@example.com
1466,Sambalpur,Tablet,Electronics,5,14562.86,2025-06-06,customer466@example.com
1044,Berhampur,Mouse,Accessories,4,457.09,2025-03-13,customer44@example.com
1067,Rourkela,Webcam,Accessories,10,2253.31,2025-01-26,customer67@example.com
1536,Sambalpur,Laptop,Electronics,10,,2025-06-23,customer397@example.com
1374,Berhampur,Monitor,Electronics,3,9127.19,2025-06-20,customer374@example.com
1307,Bhubaneswar,Smartwatch,Accessories,5,4487.97,2025-01-12,customer307@example.com
1227,Cuttack,Mouse,Accessories,5,529.61,2025-04-02,customer227@example.com
1157,Berhampur,Tablet,Electronics,2,16344.19,2025-03-03,customer157@example.com
1002,Bhubaneswar,Printer,Electronics,2,5891.32,2025-02-25,customer2@example.com
1115,Cuttack,Webcam,Accessories,9,2273.73,2025-06-02,customer115@example.com
1428,Bhubaneswar,Tablet,Electronics,5,14369.01,2025-05-04,customer428@example.com
1184,Bhubaneswar,Monitor,Electronics,10,9763.04,2025-06-19,customer184@example.com
1162,Cuttack,Printer,Electronics,9,7145.62,2025-03-26,customer162@example.com
1352,Berhampur,Webcam,Accessories,6,1999.22,2025-06-23,customer352@example.com
1312,Berhampur,Router,Electronics,2,2122.48,2025-04-12,customer312@example.com
1049,Rourkela,Router,Electronics,7,1839.37,2025-03-28,customer49@example.com
1078,Sambalpur,Headphones,Accessories,9,1572.37,2025-06-30,customer78@example.com
1137,Bhubaneswar,Mobile Phone,Electronics,1,19012.44,2025-01-08,customer137@example.com
1401,Sambalpur,Mobile Phone,Electronics,9,18266.12,2025-04-04,customer401@example.com
1037,Cuttack,Headphones,Accessories,9,1547.93,2025-02-12,customer37@example.com
1126,Berhampur,Printer,Electronics,7,6959.48,2025-05-18,customer126@example.com
1151,Cuttack,Printer,Electronics,10,6923.45,2025-03-10,customer151@example.com
1507,Sambalpur,Mobile Phone,Electronics,8,19436.0,2025-01-15,customer507@example.com
1043,Rourkela,External HDD,Accessories,4,3591.77,2025-01-18,customer43@example.com
1397,Sambalpur,Laptop,Electronics,10,51070.57,2025-06-23,customer397@example.com
1299,Rourkela,Router,Electronics,3,1960.31,2025-06-12,customer299@example.com
1095,Cuttack,Mobile Phone,Electronics,10,17586.7,2025-02-18,customer95@example.com
1221,Rourkela,Keyboard,Accessories,7,774.17,2025-06-16,customer221@example.com
1531,Rourkela,Headphones,Accessories,5,,2025-01-10,customer484@example.com
1283,Sambalpur,Tablet,Electronics,4,15662.52,2025-04-21,customer283@example.com
1182,Bhubaneswar,External HDD,Accessories,5,3565.67,2025-01-09,customer182@example.com
1116,Puri,Webcam,Accessories,9,2249.57,2025-04-20,customer116@example.com
1496,Rourkela,Mouse,Accessories,1,519.28,2025-06-20,customer496@example.com
1230,Bhubaneswar,Smartwatch,Accessories,10,4833.76,2025-06-24,customer230@example.com
1139,Bhubaneswar,Headphones,Accessories,2,1492.07,2025-05-25,customer139@example.com
1324,Berhampur,Smartwatch,Accessories,10,4454.01,2025-06-14,customer324@example.com
1525,Puri,,Accessories,3,3368.9,2025-05-08,customer437@example.com
1167,Bhubaneswar,Keyboard,Accessories,4,876.88,2025-03-17,customer167@example.com
1503,Puri,Webcam,Accessories,6,2212.4,2025-01-20,customer503@example.com
1304,Puri,Mobile Phone,Electronics,7,17179.57,2025-05-05,customer304@example.com
1314,Sambalpur,Smartwatch,Accessories,7,4436.36,2025-06-13,customer314@example.com
